X1,X2,y
0.6712382692250911,0.6818699503372696,0.030749836855055168
0.7954667790899511,1.154745172201949,-0.051402356531394716
-0.8246939885576885,-0.31201509702857677,0.0799336205499465
1.8365859614086981,-2.225304884121149,0.7287195729650997
1.8808952773706753,-0.9021543646475709,0.46852040066658174
1.4827495309490706,1.1965664877898496,0.008961655536937146
0.5108638314853942,0.2371905456151697,0.10364827402550547
-0.4565775549296489,1.0098694512535817,-0.14763164574368123
-0.3202295166358905,-0.2997606123608885,0.12792917080858868
0.9915830662764115,0.40245608504193087,0.11866708961925498
