X1,X2,y
1.0361420968389725,-0.08736625396998572,0.2210874604778944
1.2376806937196274,0.9668057321487932,0.030406922942204095
0.3292492890682669,2.9895848503581677,-0.46499204116480686
-0.6172839723332787,0.2315066588905581,-0.008029729011439495
0.9811890112213504,1.907994372433553,-0.1834799733645756
0.018289103549822477,-0.7862136102555815,0.25907163240609854
-0.5119143224827427,-0.08757809999403675,0.06632418775053309
0.036592246842867514,0.8371314355767094,-0.06376706243105515
1.6839600440217926,0.08327025407839385,0.2517419535865005
1.2285814690153636,-0.6188589871727641,0.3466299443360892
