X1,X2,y
-0.8434927293628479,-0.06312162090403395,0.028275051244521995
0.6515687458059124,-0.6032103030611791,0.28579893519282706
1.2389739474786412,0.16873475743570546,0.19015044326072303
-0.031467051729637,-1.0296395868636263,0.3027812121997616
1.4956315678495737,1.0143969473236807,0.046683767320221226
0.2706884807137832,-0.6850186652127181,0.26407258111392196
0.965413851959239,0.006236261274308637,0.19529413294106218
0.009831948683883302,1.1669629004445161,-0.1324093852205149
-0.4050550343152722,-0.06461131854264998,0.07241676027700278
-0.347059613521643,0.39309760477114375,-0.01332548230639305
